id	supplier	material_name	composition	composition_formated	colour	width	weight	price	minimum	image_url
9241	NOOSA	B41	79% NOOSA® PLA 21% organic cotton	"[[79,""polyamide""],[21,""regenerative cotton""]]"	denim blue	184cm	390g/m²	€10.7-12.5/m	30m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9241
9240	WEAVABEL	P-WEAV448DCoffee Day Heat Transfer op3	63% water-based polyurethane (PU) 30% recycled paper cup material 7% water-based pigments	"[[63,""polyurethane""],[30,""paper""],[7,""water-based pigments""]]"	439c, 2471c	40x36.5mm	n/a	available upon request	1000pcs	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9240
9245	RE&UP TECHNOLOGIES	UGDS1620	60% recycled cotton 40% cotton	"[[60,""recycled cotton""],[40,""cotton""]]"	bd2162	175±5cm	190±5% g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9245
9244	RE&UP TECHNOLOGIES	RE&UP - UG DS1464	75% cotton 25% recycled cotton	"[[75,""cotton""],[25,""recycled cotton""]]"	br9420	180cm	165g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9244
9243	RE&UP TECHNOLOGIES	RE&UP - UG DS 1622	50% cotton 50% recycled cotton	"[[50,""cotton""],[50,""recycled cotton""]]"	cl1120	170cm	135g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9243
9239	WEAVABEL	P-WEAV446DCoffee Day Heat Transfer op1/op5	63% water-based polyurethane (PU) 30% recycled coffee grounds 7% water-based pigments	"[[63,""polyurethane""],[30,""bio-based materials""],[7,""water-based pigments""]]"	439c, 2471c	27x100mm	n/a	available upon request	1000pcs	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9239
9238	WEAVABEL	P-WEAV445NCoffee Day Canvas Bag	63% water-based polyurethane (PU) 30% recycled coffee grounds 7% water-based pigments	"[[63,""polyurethane""],[30,""bio-based materials""],[7,""water-based pigments""]]"	natural ecru cotton & contrasting cotton dyed-to-match 439c	300mm(top edge) 250mm (hight) 280mm (bottom) 280mm (base gusset)	n/a	available upon request	2000pcs	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9238
9232	NOVA KAERU | BELEAF	beLEAF™ PANEL - GREEN	88.41% plant components (Alocasia Machrorriza + cotton backing) 3%-11.59%  PU  3%-11.59% bio-based compounds	"[[88.41,""plant components""],[3,""polyurethane""],[11.59,""bio-based materials""]]"	sierra/military olive	100cm			no minimum	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9232
9231	NOVA KAERU | BELEAF	Aravê	26% plant components (Alocasia Machrorriza + cotton backing) 3%-12% PU  9% recycled fish leather   47%-62% bio-based compounds	"[[26,""plant components""],[3,""polyurethane""],[9,""recycled fish leather""],[47,""bio-based materials""],[12,""polyurethane""]]"	all pantone colors	60cm	576g	tbd (launching)	no moq	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9231
9230	NOVA KAERU | BELEAF	Pelle Verde	35% plant components (Alocasia Machrorriza + cotton backing) 3%-12% PU  53%-62% bio-based compounds	"[[35,""plant components""],[3,""polyurethane""],[12,""polyurethane""],[53,""bio-based materials""],[62,""bio-based materials""]]"	all pantone colors	60 cm	576g	tbd (launching)	no moq	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9230
9229	FLOCUS	FL-XF-HC001-320	52% cotton 28% kapok 20% lyocell	"[[52,""cotton""],[28,""kapok""],[20,""lyocell""]]"	299 - mole combo - option 2	"57/58"""	320g/m²	US$5.64	moq/moc 3000/1500m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9229
9227	FLOCUS	FL-AB-KW406090-PES	60% wool 40% kapok	"[[60,""wool""],[40,""kapok""]]"		150cm	90g/m²	US$4.2	moq/moc 1500/1500m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9227
9228	FLOCUS	FL-13-21	52% cotton 28% kapok 20% lyocell	"[[52,""cotton""],[28,""kapok""],[20,""lyocell""]]"	real teal	"58/59"""	320g/m²	US$5.64	moq/moc 3000/1500m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9228
9222	TUJIKUZE	ACT fabric	100% post-consumer recycled garments, such as denim jeans, khaki trousers and cotton trousers	"[[100,""recycled polyester""],[100,""cotton""]]"				on demand depending on final product	on demand depending on final product	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9222
9221	TUJIKUZE	Sisal	100% sisal fibre	"[[100,""sisal""]]"	off white			on demand depending on final product	on demand depending on final product	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9221
9220	TUJIKUZE	Banana Fiber	100% banana fibre	"[[100,""banana fiber""]]"	varied			on demand depending on final product	on demand depending on final product	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9220
9219	SAXCELL	SaXcell Fabric 10	50% SaXcell™ 50% cotton	"[[50,""saxcell""],[50,""cotton""]]"	light pink	30x100cm	43g/m²	US$6.80	500kg	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9219
9218	SAXCELL	SaXcell Fabric 9	50% SaXcell™ 50% cotton	"[[50,""saxcell""],[50,""cotton""]]"	gray	30x100cm	43g/m²	US$6.80	500kg	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9218
9217	SAXCELL	SaXcell Fabric 8	50% SaXcell™ 50% cotton	"[[50,""saxcell""],[50,""cotton""]]"	green	30x100cm	43g/m²	US$6.80	500kg	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9217
9202	RECYCTEX CO., LTD.	ROST 2543	100% recycled polyester	"[[100,""recycled polyester""]]"		"55"""	110g/m²		mcq/moq:1000m/3000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9202
9191	POSITIVE MATERIALS	PM0576	85% recycled polyamide 15% elastane	"[[85,""polyamide""],[15,""elastane""]]"	bio forest light	180cm	285g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9191
9190	ONCEMORE®	Prototyp 32	58% cotton 44% OnceMore® pulp (80% certified wood 20% recycled textile waste)	"[[58,""cotton""],[44,""cellulose""],[80,""certified wood""],[20,""recycled polyester""]]"		"56/58"""	4.10z/140g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9190
9189	ONCEMORE®	Prototyp 30	56% cotton 42% OnceMore® pulp (80% certified wood 20% recycled textile waste) 2% elastane	"[[56,""cotton""],[42,""lyocell""],[2,""elastane""]]"		"54/56"""	8.80z/301g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9189
9188	ONCEMORE®	Prototyp 29	53% cotton 47% OnceMore® pulp (80% certified wood 20% recycled textile waste)	"[[53,""cotton""],[47,""cellulose""],[80,""certified wood""],[20,""recycled polyester""]]"		"56/58"""	4.30z/149g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9188
9179	OLEATEX	HER256-Bristol-16-0632	coating: 73% Olive-C™ 27% bio-pu backing: 80% cotton 20% recycled polyester	"[[73,""cotton""],[27,""bio-based polyurethane""],[80,""cotton""],[20,""recycled polyester""]]"	green	140cm	520±10%g/m²	€30.75/m	5m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9179
9177	OLEATEX	ARS205-Gama-19-1725	coating: 60% Olive-C™ 40% bio-pu backing: 65% recycled polyester 35% cotton	"[[60,""cotton""],[40,""bio-based polyurethane""],[65,""recycled polyester""],[35,""cotton""]]"	bordeaux	140cm	500±10%g/m²	€31.00/m	5m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9177
9174	OLEATEX	ZEU125-Patent Croco-0007	coating: 60% Olive-C™ 40% bio-pu backing: 65% recycled polyester 35% (cotton + viscose)	"[[60,""cotton""],[40,""bio-based polyurethane""],[65,""recycled polyester""],[35,""recycled polyester""]]"	black	140cm	500±10%g/m²	€26.50/m	5m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9174
9162	NOOSA	F1	62% NOOSA® PLA 38% cotton	"[[62,""polyamide""],[38,""cotton""]]"	navy	160cm	210g/m²	€6.42-9.86/m	1000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9162
9161	NOOSA	C36	59% NOOSA® PLA 31% modal 10% elastane	"[[59,""polyamide""],[31,""modal""],[10,""elastane""]]"	green	120cm	400g/m²	€10.01-9.09/m	1000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9161
9155	MUEHLMEIER	Wool & Hemp Removable BraCup (C0011801)	50% recycled wool 35% pet 15% recycled pet cover fabric: 100% hemp/lyocell	"[[50,""recycled wool""],[35,""pet""],[15,""recycled polyester""]]"				price on request	900pairs	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9155
9154	MUEHLMEIER	100 % recycled PES BraCup (C0051204)	"100% recycled polyester fibre cup ""white & p.u.r.e."" (free of foam grs certified, oeko-tex standard 100)"	"[[100,""recycled polyester""]]"				price on request	8500pairs	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9154
9153	MUEHLMEIER	90 % recycled SPACER BraCup (C0030141)	90% recycled polyester 10% elastane	"[[90,""recycled polyester""],[10,""elastane""]]"				price on request	3500pairs	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9153
9152	LINK SPIDER CO.,LTD. SHENZHEN	LINKCell®-Beige woven fabric	100% LINKCell® (10% spider silk protein 90% cellulose fibre)	"[[10,""spider silk protein""],[90,""cellulose""]]"	uncolored	"65"""	110g/m²	€10-12/m	50m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9152
9151	LINK SPIDER CO.,LTD. SHENZHEN	LINKCell®-Beige Pique	90% LINKCell® (10% spider silk protein 90% cellulose fibre) 11% spandex	"[[90,""lyocell""],[10,""spider silk protein""],[90,""cellulose""],[11,""spandex""]]"	uncolored	"65"""	160g/m²	€10-12/m	50m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9151
9150	LINK SPIDER CO.,LTD. SHENZHEN	LINKCell®-Pink Single Jacquard	63% LINKCell® (10% spider silk protein 90% cellulose fibre) 22% nylon 15% spandex	"[[63,""lyocell""],[10,""spider silk protein""],[90,""cellulose""],[22,""nylon""],[15,""spandex""]]"	piece dyed	"54"""	160g/m²	€10-12/m	50m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9150
9145	LAMPO BY DITTA GIOVANNI LANFRANCHI S.P.A.	Superlampo T8 Tank Mixed Tape Shiny Dark Gold ECO	tape: 60% polyester 40% linen chain: 100% recycled brass galvanic finishing slider: 100% zamac puller: zamac with beech wood	"[[60,""polyester""],[40,""linen""]]"	no colour card	chain width 8mm		€26.74/m* *components excluded	50 pieces* *components excluded	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9145
9144	LAMPO BY DITTA GIOVANNI LANFRANCHI S.P.A.	Superlampo T8 Tank Mixed Tape Antique Brass ECO	tape: 60% polyester 40% linen chain: 100% recycled brass galvanic finishing slider: 100% zamac puller: zamac with leather tab	"[[60,""polyester""],[40,""linen""]]"	no colour card	chain width 8mm		€14.74/m* *components excluded	50 pieces* *components excluded	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9144
9143	LAMPO BY DITTA GIOVANNI LANFRANCHI S.P.A.	D0 Wing TWOE Mixed Tape	tape: 50% polyester 50% linen chain: 100% pa6 slider: 100% zamac	"[[50,""polyester""],[50,""linen""]]"	no colour card	chain width 6mm		€3.05/m* *components excluded	50 pieces* *components excluded	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9143
9140	KUEN LONG TEXTILE CO., LTD.	R-113073 # KLAQ023	92% organic cotton 8% pineapple leaf fiber	"[[92,""regenerative cotton""],[8,""plant-based polyurethane""]]"	piece dyed woven pink twill	"58/59"""	134gsm	US$12	3000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9140
9139	KUEN LONG TEXTILE CO., LTD.	R-113073 # KLAQ025	95% organic cotton 13% thermal polyester 13% graphene 8% recycled wool 8% pineapple leaf fiber	"[[95,""regenerative cotton""],[13,""polyester""],[13,""graphene""],[8,""recycled wool""],[8,""plant-based polyurethane""]]"	piece dyed green twill	"58/59"""	125g/m²	US$12	3000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9139
9138	KUEN LONG TEXTILE CO., LTD.	R-11301 # M106	50% recycled polyester 35% organic cotton 12% TENCEL™ Lyocell 3% pineapple leaf fiber	"[[50,""recycled polyester""],[35,""regenerative cotton""],[12,""tencel lyocell""],[3,""plant-based polyurethane""]]"	blue and white yarn dyed stipe	"58/59"""	88g/m²	US$12	3000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9138
9136	ISA NEXT-GEN MATERIALS	Terralite Grey	50% viscose 50% lyocell	"[[50,""viscose""],[50,""lyocell""]]"	grey	10sqft panel	0.9-1.3mm	US$2.65/sqft	1500 sqft	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9136
9135	ISA NEXT-GEN MATERIALS	Terralite Blue	50% viscose 50% lyocell	"[[50,""viscose""],[50,""lyocell""]]"	blue	10sqft panel	0.9-1.3mm	US$2.65/sqft	1500sqft	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9135
9134	ISA NEXT-GEN MATERIALS	Hyphalite TC #72 Spray	64% regenerated cellulose 19% natural latex 17% structural ingredients	"[[64,""lyocell""],[19,""natural latex""],[17,""bamboo rayon""]]"	blue depths top / blizzard spray	10sqft panel	1.4-1.8mm	US$2.95/sqft	1500sqft	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9134
9124	CIRCULOSE	C-LW006	86% viscose made with CIRCULOSE® 15% recycled nylon	"[[86,""viscose""],[15,""recycled nylon""]]"		"80"""	134g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9124
9123	CIRCULOSE	UA-90828 A-1	70% viscose 30% Viscose made with CIRCULOSE®	"[[70,""viscose""],[30,""circular polyester""]]"						https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9123
9122	CIRCULOSE	C$-YA-002	60% mechanically recycled cotton 40% viscose made with CIRCULOSE®	"[[60,""recycled cotton""],[40,""viscose""]]"			ne 28/1			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9122
9115	CHARLE BERLIN	WEB-CLY-025.0-0-WEI-120-L-SAN	54% TENCEL™ Lyocell 46% natural rubber	"[[54,""tencel lyocell""],[46,""natural rubber""]]"	white	25mm		from €1.16/m	1m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9115
9114	CHARLE BERLIN	WEB-020.0-0-080-0-EF-SAN	90% organic cotton 10% natural rubber	"[[90,""regenerative cotton""],[10,""natural rubber""]]"	ecru, black	20mm		from €1.07/m	1m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9114
9113	CHARLE BERLIN	WEB-044.0-0-ECR-140-L-SEG	90% organic cotton 10% natural rubber	"[[90,""regenerative cotton""],[10,""natural rubber""]]"	ecru	44mm		from € 1.85/m	1m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9113
9108	EVOCO	FFE-012	70% plant-based patented polyurethane 20% additives 10% plant-based filler	"[[70,""plant-based polyurethane""],[20,""additives""],[10,""bio-based materials""]]"	black	20.5cm	1445g/m²	avaliable upon request	avaliable upon request, suggested sizing for moq is 500 kilos	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9108
9107	EVOCO	FFE-011	70% plant-based patented polyurethane 20% additives 10% plant-based filler	"[[70,""plant-based polyurethane""],[20,""additives""],[10,""bio-based materials""]]"	orange	20.5cm	1830g/m²	avaliable upon request	avaliable upon request, suggested sizing for moq is 500 kilos	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9107
9106	EVOCO	FFE-010	bio-leather pu layer: 75% plant-based patented polyurethane 15% additives 10% plant-based filler backing textile: 64% TENCEL™ Lyocell 33% cotton 3% spandex	"[[75,""plant-based polyurethane""],[15,""additives""],[10,""bio-based materials""],[64,""tencel lyocell""],[33,""cotton""],[3,""spandex""]]"	chestnut	20.5cm	620.8g/m²	avaliable upon request	avaliable upon request, suggested sizing for moq is one roll (27.43 x 1.37 m)	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9106
9095	BRITISH WOOL	Lochcarron of Scotland / 2253C	65% british wool 33% mohair 2% nylon	"[[65,""wool""],[33,""mohair""],[2,""nylon""]]"	6454/c3		410-420g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9095
9092	EPHEA	Betulla Light - terra	pure mycelium, organic and synthetic oils and resins (specific composition breakdown available upon request)	"[[100,""mushroom mycelium""],[50,""bio-based materials""],[50,""polyurethane""]]"	terra (earthy matte brown)	0.2 m²±25%	220-240g/m²	to be disclosed		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9092
9091	EPHEA	Betulla - mycelium	pure mycelium, organic and synthetic oils and resins (specific composition breakdown available upon request)	"[[100,""mushroom mycelium""],[50,""bio-based materials""],[50,""polyurethane""]]"	mycelium (natural warm white)	0.2m²±25%	390-420g/m²	to be disclosed		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9091
9087	MITIMETH	"Textile - Water Hyacinth - 12"" x 35"" - Bamboo Herringbone (3mm)"	93% water hyacinth fibre 7% bamboo rayon	"[[93,""water hyacinth fibre""],[7,""bamboo rayon""]]"	twine	30cm x 89cm			0.76m x 6.35m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9087
9090	EPHEA	Magnolia - poppy	pure mycelium, organic and synthetic oils and resins (specific composition breakdown available upon request)	"[[100,""mushroom mycelium""],[50,""bio-based materials""],[50,""polyurethane""]]"	poppy (red)	0.2m²±25%	220-240g/m²	to be disclosed		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9090
9086	MITIMETH	"Textile - Water Hyacinth - 12"" x 35"" - Colored Fish Twine with WH Onion motif (4mm)"	53% water hyacinth fibre 47% polyester	"[[53,""water hyacinth fibre""],[47,""polyester""]]"	twine, yellow and red	30cm x 89cm	1591,0112359551		0.76m x 6.35m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9086
9085	MITIMETH	"Textile - Water Hyacinth - 12"" x 35"" - Colored Fish Twine (4mm)"	61% water hyacinth fibre 39% polyester	"[[61,""water hyacinth fibre""],[39,""polyester""]]"	pink	30cm x 89cm	1919,4756554307		0.76m x 6.35m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9085
9065	PAFAFIL CO.,LTD	PT1067	68% RAS certified super fine alpaca 8% RWS certified merino wool 24% recycled nylon	"[[68,""alpaca""],[8,""merino wool""],[24,""recycled nylon""]]"					2000lbs for bulk	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9065
9061	PAFAFIL CO.,LTD	PT1034	58% RAS certified super fine alpaca 15% RWS certified merino wool 25% recycled nylon 2% spandex	"[[58,""alpaca""],[15,""merino wool""],[25,""recycled nylon""],[2,""spandex""]]"					2000lbs for bulk	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9061
9060	PAFAFIL CO.,LTD	PT1000	35% RMS certified super kid mohair 35% RWS certified extra fine merino wool 30% recycled nylon	"[[35,""rms certified super kid mohair""],[35,""merino wool""],[30,""recycled nylon""]]"					2000lbs for bulk	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9060
9026	SAVIAN BY BIOFLUFF	7903 SOIE-60MM - BLACK	100% tussah silk	"[[100,""tussah silk""]]"	black, white. custom colour options available	140cm	550-800g/m²	€200-250/m	20m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9026
9025	SAVIAN BY BIOFLUFF	7903 SOIE-60MM - BROWN	100% tussah silk	"[[100,""tussah silk""]]"	brown. custom colour options available	140cm	550-800g/m²	€200-250/m	20m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9025
9024	SAVIAN BY BIOFLUFF	7903 SOIE-15MM - BLACK	100% tussah silk	"[[100,""tussah silk""]]"	black. custom colour options available	140cm	550-800g/m²	€200-250/m	20m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9024
9000	LEMAITRE DEMEESTERE	Bellagio Jean Faded-Indigo Pigment	100% linen	"[[100,""linen""]]"			170g/m²		200m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/9000
8999	LEMAITRE DEMEESTERE	Carla Casual	100% linen	"[[100,""linen""]]"			150g/m²		200m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8999
8990	JOHN ENGLAND IRISH LINEN	JE1666W - KIM WEFT FLOAT (BALLET)	50% linen 50% recycled cotton	"[[50,""linen""],[50,""recycled cotton""]]"	black	155cm		£28.13-£45.63	12m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8990
8988	JOHN ENGLAND IRISH LINEN	JE2660W - KABUL STRIPE	50% linen 50% hemp	"[[50,""linen""],[50,""hemp""]]"	natural / navy / chilli	148cm		£18.42-£32.60	12m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8988
8985	HWANG YIH TEXTILE CO., LTD.	CPS-121R	91% recycled polyester 10% spandex	"[[91,""recycled polyester""],[10,""spandex""]]"	navy	"60"""	340g/m²		1000yards	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8985
8984	HWANG YIH TEXTILE CO., LTD.	CP-A-797-1	100% recycled polyester	"[[100,""recycled polyester""]]"	light gray	"52"""	230g/m²		2000yards	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8984
8983	HWANG YIH TEXTILE CO., LTD.	CPCCDS-A-241	100% recycled polyester	"[[100,""recycled polyester""]]"	blue	"60"""	200g/m²		3000yards	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8983
8975	HER MIN	FPCD0155/-/1352	100% cotton	"[[100,""cotton""]]"	on demand	"51"""	~219g/m²	US$7.3	"price quoted based on 1500yds/colour; 3000yds/order, 500yds/colour/order with surcharge"	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8975
8974	FEINJERSEY FABRICS GMBH	10 10812 312 Fine Rib	78% TENCEL™ Modal x Micro fibres produced with Micro technology 22% ROICA™ V550 (degradable elastane)	"[[78,""lyocell""],[22,""elastane""]]"	80669 cool gray	170cm	185g/m²	€13,80/m - €15,60/m	800m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8974
8973	FEINJERSEY FABRICS GMBH	10 10751 312 Fine Rib	89% TENCEL™ Modal x Micro fibres produced with Micro technology 11% ROICA™ V550 (degradable elastane)	"[[89,""lyocell""],[11,""elastane""]]"	10094 white	175cm	155gr/m²	€13,70/m - €15,30/m	800m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8973
8972	FEINJERSEY FABRICS GMBH	10 10963 312 Fine rib	89% TENCEL™ Modal x Micro fibres produced with Micro technology 11% ROICA™ V550 (degradable elastane)	"[[89,""lyocell""],[11,""elastane""]]"	50662 navy	170cm	185g/m²	€13,80/m - €15,60/m	800m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8972
8952	EVEREST TEXTILE CO., LTD.	FVC81051NFCA3WPB-Pro	100% recycled polyester	"[[100,""recycled polyester""]]"	dyestuff bluesign certified	57″	62g/m²	US$3.4/yd	3000y/1000y	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8952
8950	EVEREST TEXTILE CO., LTD.	FVC81031QD	86% recycled polyester 14% spandex	"[[86,""recycled polyester""],[14,""spandex""]]"	dyestuff bluesign certified	54″	92g/m²	US$2.8/yd	3000y/1000y	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8950
8947	EVEREST TEXTILE CO., LTD.	FVC81079QD	88% recycled polyester 12% recycled lycra	"[[88,""recycled polyester""],[12,""recycled nylon""]]"	dyestuff bluesign certified	55″	128g/m²	US$3.4/yd	3000y/1000y	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8947
8946	C.PAULI GMBH	Waffelstrick / P3846	100% organic cotton	"[[100,""regenerative cotton""]]"	2017 caramel café	160cm	280g/m²	from 6m = €10.30 from 25m = €10.00 from 50m = €9.60 from 100m = €9.20	6m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8946
8945	C.PAULI GMBH	Velours Nicky / E3808	100% organic cotton	"[[100,""regenerative cotton""]]"	5061 strong blue	170cm	287g/m²	from 6m = €10.30 from 25m = €9.70 from 50m = €9.30 from 100m = €8.90	6m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8945
8941	C.PAULI GMBH	Soft Tulle / N2002	100% organic cotton	"[[100,""regenerative cotton""]]"	5018 stone blue	150cm	70g/m²	from 6m = €9.90 from 25m = €9.50 from 50m = €9.10 from 100m = €8.70	6m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8941
8925	BRITISH WOOL	H&I: Camira/ Aura 28487	pile: 85% british wool 15% nylon ground: 100% cotton	"[[85,""wool""],[15,""nylon""]]"	caib81	150cm minimum	820g/m²±5%		50m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8925
8922	SABAHAR	10802	80% recycled Ethiopian cotton 20% Ethiopian cotton	"[[80,""recycled cotton""],[20,""recycled cotton""]]"	"choice of white or black warp; weft available in multiple colours (subject to available remnants)"	45cm	500g/m²	$7/m	10m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8922
8921	SABAHAR	10639	100% Ethiopian cotton	"[[100,""regenerative cotton""]]"	"currently produced in 4 shades; available in select 24 Pantone colours, minimum meterage required; fabric can be produced in varying warp and weft colours"	70cm	100g/m²	$5/m	40m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8921
8920	SABAHAR	10643	100% Ethiopian cotton	"[[100,""regenerative cotton""]]"	"ordinarily produced using white warp, but custom colour order available; weft colour available in select 24 Pantone colours"	70cm	140g/m²	$5/m	40m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8920
8902	CABES	RE SC 1777	100% organic cotton	"[[100,""regenerative cotton""]]"	natural dyeing mud cloth	125cm	240g/m²	30	25m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8902
8901	CABES	40/2x40/2 P9 P1 1B P21	100% organic cotton	"[[100,""regenerative cotton""]]"	certified GOTS setas dye	110cm	143g/m²	30	25m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8901
8900	CABES	CA TP 1101	100% organic cotton	"[[100,""regenerative cotton""]]"	natural dyeing mud cloth	120cm	263g/m²	30	25m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8900
8892	POSITIVE MATERIALS	PM0744	50% organic cotton 50% brewed protein™ fiber	"[[50,""regenerative cotton""],[50,""brewed protein fiber""]]"	mediterranea	160cm	165g/m²		100m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8892
8891	PARALI BY AARUSHI	15) Whispering Hues (WHLT0.1)	62% recycled yarn 38% upcycled rice straw	"[[62,""recycled polyester""],[38,""bio-based materials""]]"		5ft	95.30g/m²	$5/sq ft		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8891
8890	PARALI BY AARUSHI	19) Golden Grain (GGHK3.1)	72.3% upcycled rice straw flowers 27.7% organic cotton	"[[72.3,""upcycled rice straw flowers""],[27.7,""regenerative cotton""]]"		5ft	122g/m²	US$5/sq ft		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8890
8889	PARALI BY AARUSHI	17) Threads of India (TOI TS0.1)	70.6% upcycled rice straw waste 29.4% industrial surplus rayon yarn	"[[70.6,""bio-based materials""],[29.4,""recycled polyester""]]"		5ft	35g/m²	US$5/sq ft		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8889
