id	supplier	material_name	composition	composition_formated	colour	width	weight	price	minimum	image_url
4515	STEIFF SCHULTE GMBH	20200-0100	66% mohair 34% organic cotton	"[[66,""mohair""],[34,""regenerative cotton""]]"	100	140cm	810g/m²	€103,70/m	30m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4515
4270	HOUSE OF U	2126 U-circular Silk	100% recycled polyester	"[[100,""recycled polyester""]]"	white	145cm	98g/m²	order online from €15/m	1m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4270
4263	CANDIANI SPA	SK2669_K_NAVY_PURE	64% organic cotton 18% cotton 18% Himalaya™ nettle	"[[64,""regenerative cotton""],[18,""cotton""],[18,""nettles""]]"	Indigo Juice kitotex ocs	82cm	unwashed 520g/m² / washed 490g/m²	€8,80/m ex-works (valid for deliveries within 30/09/2021)	1500m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4263
4262	CANDIANI SPA	SL6563_TITANIO_PRESHRUNK	63% organic cotton 26% hemp 11% cotton	"[[63,""regenerative cotton""],[26,""hemp""],[11,""cotton""]]"	Indigo Juice ocs	80cm	unwashed 500g/m² / washed 495g/m²	€7/m ex-works (valid for deliveries within 30/09/2021)	150m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4262
4243	BARUTCU	11511_00_LILIUM_03	94% TENCEL™ Lyocell 6% polyester	"[[94,""tencel lyocell""],[6,""polyester""]]"	All color Available	133cm	220g/m²	€5.20/m	1000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4243
4236	BARUTCU	12102_RF_BERO_21_RF	57% recycled polyester 43% TENCEL™ Lyocell with REFIBRA™ technology	"[[57,""recycled polyester""],[43,""tencel lyocell with refibra technology""]]"	All color Available	160cm	110g/m²	€4.90/m	1000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4236
4087	LIBERTY	0493_Wincester	100% TENCEL™ Lyocell	"[[100,""lyocell""]]"		140-145cm	156g/m² - 231glm			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4087
4048	IŞIL TEKSTIL	991559	94% TENCEL™ Modal with Eco Soft & Micro technologies 6% elastane	"[[94,""tencel modal""],[6,""elastane""]]"	19-5708 TCX	160-165cm	160-170g/m²	$4,2/m	400m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4048
4038	FULL BLOSSOM	SSC206	96% TENCEL™ Modal with Eco Soft technology 4% lycra	"[[96,""tencel modal""],[4,""lycra""]]"	bright purple	119cm	222g/m²	$6.95/yds fob tw	3000 yds/order 1000 yds/color	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4038
4037	FULL BLOSSOM	SRC341	96% TENCEL™ Lyocell 4% polyester	"[[96,""tencel lyocell""],[4,""polyester""]]"	brown	150cm	143g/m²	$5,35/yds fob tw	3000 yds/order 1000 yds/color	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4037
4036	FULL BLOSSOM	CPC0025	96% TENCEL™ Lyocell 4% nylon	"[[96,""tencel lyocell""],[4,""nylon""]]"	dust pink	147cm	185g/m²	$6.35/yds fob sha	3000 yds/order 1000 yds/color	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4036
4023	DOBERT	BEECEL_1	100% TENCEL™ Lyocell	"[[100,""lyocell""]]"		146-150m	255g/m²	€9,75-10,92/m		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4023
4022	DOBERT	CEDEL_18	100% TENCEL™ Lyocell	"[[100,""lyocell""]]"		154-157m	295g/m²	€10,06-10,72/m		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4022
4021	DOBERT	ARCEL_12	100% TENCEL™ Lyocell	"[[100,""lyocell""]]"		131-134cm	300g/m²	€10,26-10,94/m		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/4021
3992	KUWAMURA CO	NOFT_2081	50% TENCEL™ Lyocell 50% linen	"[[50,""tencel lyocell""],[50,""linen""]]"		143cm	145g/m²	$17.7 FOB JAPAN	No minimum	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3992
3989	KUWAMURA CO	NOFT_4318	100% TENCEL™ Lyocell	"[[100,""lyocell""]]"		145cm	180g/m²	$13.1 FOB JAPAN	No minimum	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3989
3988	KUWAMURA CO	NOFT_4417	100% TENCEL™ Lyocell	"[[100,""lyocell""]]"		135cm	119g/m²	$13 FOB JAPAN	No minimum	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3988
3899	WHITE OAK PASTURES	White Oak Pastures Samples	100% cow leather - regeneratively grown	"[[100,""leather""],[100,""regenerative cotton""]]"	Oxblood, Black, Dark Brown, Tan	40 inches on average	available in 3oz, 5oz, 7oz, and 9oz	$300/side	no minimums	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3899
3892	VERONIKA PERSCHÉ	07tupf_s	70% GOTS certified merino wool 30% GOTS certified cotton	"[[70,""merino wool""],[30,""recycled cotton""]]"	225 colour. Merino GOTS certified / 15 colour. Cotton GOTS certified	81cm		€92-107/m	1m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3892
3890	VERONIKA PERSCHÉ	02dracdro_s	50% GOTS certified merino wool 50% silk	"[[50,""merino wool""],[50,""silk""]]"	105 colour. Solid / 120 colour. Melange - all GOTS certified | 72 colour. Silk	116cm		€88-93/m	1m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3890
3889	VERONIKA PERSCHÉ	01drach_w	100% GOTS certified merino wool	"[[100,""merino wool""]]"	105 colour. Solid / 120 colour. Melange - all GOTS certified	105cm	824g/m² (865g/m)	€89/m	minimum is 1 meter, no stock, everything is made to order	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3889
3730	THE SUSTAINABLE SEQUIN COMPANY	F-01 | fluoro tangerine	100% recycled PET sequins	"[[100,""recycled polyester""]]"	transparent | fluoroscent	150 microns	216g/m²	From £3.50 for 5g to £60/kg	5g	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3730
3728	THE SUSTAINABLE SEQUIN COMPANY	multicoloured	80% polyester 20% recycled polyester	"[[80,""polyester""],[20,""recycled polyester""]]"	shine | gloss	150 microns	216 grams per m2	From £3.50 for 5g to £60 per kg	5 grams	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3728
3724	TESSITURA MONTI	HOLLY TWILL MEL	100% linen	"[[100,""linen""]]"					delivers from 2m depending on the article	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3724
3641	SUSTAIN FIBRE LLP T/A MORALFIBRE	Organic handcrafted cotton MFDCH01	Material: 100% organic cotton, organically grown in local farms. Method: sliver from local ginnery. Spun on Solar charkha. Woven on paddle loom by artisans Count: 37s variable, Structure: EPI- 52, PPI - 44	"[[100,""regenerative cotton""]]"	checks natural dye red	45''	115g/m²		10m sampling, 50m MOQ's	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3641
3640	SUSTAIN FIBRE LLP T/A MORALFIBRE	MFBAT12	100% oragnic cotton	"[[100,""regenerative cotton""]]"	natural indigo	45''	115g/m²	INDIAN RS 350/m	5m sampling, 50m MOQ's, comes in 5-6m pieces	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3640
3639	SUSTAIN FIBRE LLP T/A MORALFIBRE	MFBAT10	100% organic cotton	"[[100,""regenerative cotton""]]"	natural indigo	45''	115g/m²	INDIAN RS 350/m	5m sampling, 50m MOQ's, comes in 5-6m pieces	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3639
3614	SUEDWOLLE GROUP	Nm 28/2 Monsone	100% recycled merino	"[[100,""recycled merino""]]"	greige		1ply - 10-12gg			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3614
3612	SUEDWOLLE GROUP	Genziana 2/48	100% extrafine merino wool	"[[100,""merino wool""]]"			19.5mic			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3612
3530	SOORTY ENTERPRISES	Reborn 1 ZWW Summer Blue	45% organic cotton 45% TENCEL™ Lyocell with REFIBRA™ technology 8% T-400 2% elastane	"[[45,""regenerative cotton""],[45,""tencel lyocell with refibra technology""],[8,""t-400""],[2,""elastane""]]"	ZWW SUMMER BLUE	"45-46"""	9.5oz/yd²	US$4.60/m FOB	8000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3530
3526	SOORTY ENTERPRISES	ECLIPSE	98% organic cotton 2% Roica™ (V-550)	"[[98,""regenerative cotton""],[2,""lycra""]]"	c2c blue - pure indigo	61-62“	9.5oz/yd²	US$4.15/m FOB	8000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3526
3525	SOORTY ENTERPRISES	CYCLE	97% organic cotton 3% Roica™ (V-550)	"[[97,""regenerative cotton""],[3,""lycra""]]"	c2c blue - pure indigo	57-58“	9.3oz/yd²	US$4.45/m FOB	8000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3525
3519	SHOKAY	SH26	100% yak	"[[100,""yak hair""]]"	Periwinkle – Light Blue (PK)			$110.20/kg (Pricing subject to fluctuate based on time of order)	50m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3519
3516	SHOKAY	GL16	50% yak 50% wool	"[[50,""yak hair""],[50,""wool""]]"	RD			79		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3516
3515	SHOKAY	Himalayan Double Face Series FB-HW-5050800INMR	50% yak 50% wool	"[[50,""yak hair""],[50,""wool""]]"	Indigo/Maroon (IN/MR)	"57-58"""	800g/m²	77,4	No MOQ and surcharge provided that we have fabric in stock. For ordering, if <500, 25% surcharge. Above 1000m, no surcharge.	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3515
3461	SANTONI S.p.a.	PROTOTYPE S1	recycled polyester	"[[100,""recycled polyester""],[0,""polyester""]]"						https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3461
3015	PASTELS SAS	50056	100% organic cotton	"[[100,""regenerative cotton""]]"	7 (3,1,8)	155cm	280g/m²	€8.80-9.60 (sampling + 30%)	300m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3015
3011	PASTELS SAS	50059	100% organic cotton	"[[100,""regenerative cotton""]]"	colour.3	155cm	195g/m²	€8.50/m	300m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3011
3010	PASTELS SAS	50119	100% organic cotton	"[[100,""regenerative cotton""]]"	colour.1003	140cm	135g/m²	€8.70/m	300lm	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/3010
2946	ORTA	MINDFUL (article no 9744A)	30% TENCEL™ Lyocell 28% organic cotton 21% post-consumer recycled cotton 21% pre-consumer recycled cotton	"[[30,""tencel lyocell""],[28,""regenerative cotton""],[21,""recycled cotton""],[21,""pre-consumer recycled cotton""]]"	IF GLORY BLUE+ (this is a medium sulphur bottom indigo color dyed with less water dyeing process)	147cm min cuttable	340g/m² after wash	TBC	3000m (bulk order)	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/2946
2819	ORGANIC LACE	6122, 6100, 6140	100% organic cotton lace	"[[100,""regenerative cotton""],[50,""cotton""]]"					1m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/2819
2818	ORGANIC LACE	6075B, 6146B, 6122B	100% organic cotton lace	"[[100,""regenerative cotton""],[50,""cotton""]]"					1m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/2818
2817	ORGANIC LACE	5241, 5169, 5138, 5276B, 5243, 5174	100% organic cotton lace	"[[100,""regenerative cotton""],[50,""cotton""]]"				€0.50 - 2/m	1m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/2817
2302	MILETA	11720 BERLINO	100% linen	"[[100,""linen""]]"					delivers from 60m depending on the article	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/2302
2051	KLASIKINE TEKSTILE	1936p3	100% linen	"[[100,""linen""]]"		produces up to 3m width depending on the article				https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/2051
1986	JOAO ANTONIO LIMA MALHAS	2077 ItalyN FLEECE	95% linen 5% elastane	"[[95,""linen""],[5,""elastane""]]"					delivers from 70m depending on the article	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1986
1972	JJR SPIN TEXTILES LLP	Q 11004	100% silk	"[[100,""silk""]]"	Blue	135cm	210g/m²	FOB £17.60 per meter	120m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1972
1929	INDIGO TEXTILE Pvt Ltd	IDS-Sylvester	20% PCW cotton (mechanically recycled) 80% organic cotton	"[[20,""pre-consumer recycled cotton""],[80,""regenerative cotton""]]"		62inches	457g/m²	$3.20/yd	10000 yards	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1929
1928	INDIGO TEXTILE Pvt Ltd	IDS-Stegger	20% PCW cotton (mechanically recycled) 79% organic cotton 1% elastane	"[[20,""pre-consumer recycled cotton""],[79,""regenerative cotton""],[1,""elastane""]]"		62inches	398g/m²	$3.10/yd	10000 yards	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1928
1927	INDIGO TEXTILE Pvt Ltd	IDS-Victoria	20% PCW cotton (mechanically recycled) 79% organic cotton 1% elastane	"[[20,""pre-consumer recycled cotton""],[79,""regenerative cotton""],[1,""elastane""]]"		56inches	325g/m²	$2.80/yd	10000 yards	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1927
1902	HOUSE OF U	2122 Tencel Satin	100% TENCEL™ Lyocell	"[[100,""lyocell""]]"	white	140cm	100g/m²	order online from €24.50/m	1m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1902
1897	HOUSE OF U	1904 CO Popeline eco sample 1	100% organic cotton	"[[100,""regenerative cotton""]]"	White	150cm	135g/m²	order online from €16.20/m	1m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1897
1843	HIGH FASHION	WGBP23375AAH	29% silk 71% Naia™ acetate	"[[29,""silk""],[71,""naia acetate""]]"		"142cm (56"")"	97g/m² ±5% (22.5mm)	10,3	2000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1843
1842	HIGH FASHION	DGRTXR367ECA	100% LENZING™ ECOVERO™	"[[100,""lyocell""]]"		"148cm (58"")"	170g/m² ±5%	2,7	3000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1842
1840	HIGH FASHION	WGBP12414AAA	19% silk 65% organic cotton 16% eri silk	"[[19,""silk""],[65,""regenerative cotton""],[16,""eri silk""]]"		"140cm (55"")"	57g/m² ±5% (13mm)	7,7	1000m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1840
1705	HAUSAMMANN & MOOS	1218.1000 H&M BILETIS	100% organic Pima cotton	"[[100,""organic pima cotton""]]"	Navy 4805, Camel 7363, White 99, Light Blue	153cm		€9-15/m	60m, 500m for new design/colour	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1705
1642	HALLOTEX, SL	28405	80% TENCEL™ Lyocell with REFIBRA™ technology 20% recycled garments	"[[80,""tencel lyocell""],[20,""recycled polyester""]]"	Undyed	140cm	130g/m²	4,31	500m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1642
1601	GTI (Gruppo Tessile Industriale SpA)	Oleandro 2/28 NM	30% himalayan nettle 70% wool	"[[30,""nettles""],[70,""wool""]]"	greggio					https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1601
1529	GRADO ZERO ESPACE	MuSkin	100% mushroom	"[[100,""mushroom mycelium""]]"	natural	from 10x15 to 25x60cm (1,5mm to 10mm thickness)	around 25-30g/m²	From €22,00 to €94,00/pcs.	1 piece	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1529
1447	FILPUCCI SPA	Harbor Nm 2000	100% extrafine merino wool	"[[100,""merino wool""]]"						https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1447
1446	FILPUCCI SPA	Harbor Nm 2/15000	100% extrafine merino wool	"[[100,""merino wool""]]"						https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1446
1403	EVEREST TEXTILE CO., LTD.	FVF4029CC6RRLFB637	86% recycled polyester 14% spandex	"[[86,""recycled polyester""],[14,""spandex""]]"	Blue	"51"""	201g/m²		1000y/colour, 3000y/order	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1403
1402	EVEREST TEXTILE CO., LTD.	FVF4029AS	86% recycled polyester 14% spandex	"[[86,""recycled polyester""],[14,""spandex""]]"	Grey, black, white, red, blue, purple, green and orange	"62"""	124g/m²	US$2.80/yd	1000y/colour, 3000y/order	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1402
1395	EUROMAGLIA SRL	CEDRIC	96% organic cotton 4% elastane	"[[96,""regenerative cotton""],[4,""elastane""]]"	Orgcot/1+24+30	160cm	270g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1395
1394	EUROMAGLIA SRL	CASSIDY	95% organic cotton 4% recycled polyamide 1% elastane	"[[95,""regenerative cotton""],[4,""polyamide""],[1,""elastane""]]"	Orgcot/1+24+27	130cm	290g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1394
1392	EUROMAGLIA SRL	CHIRAG	95% organic cotton 4% recycled polyamide 1% elastane	"[[95,""regenerative cotton""],[4,""polyamide""],[1,""elastane""]]"	orgcot/1-24-30	130cm	290g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1392
1074	DEEPMELLO	RL-2-G	100% organic leather	"[[100,""natural latex""]]"	Grey	Thickness: 1.4-1.8mm	Tear Strength: 20N/mm	€69/m²	1 skin	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1074
1076	DELTRACON	SAMAN - Washed	100% linen	"[[100,""linen""]]"					delivers from 50m depending on the article	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1076
1073	DEEPMELLO	RL-2-CO	100% organic leather	"[[100,""natural latex""]]"	Coral	Thickness: 1.4-1.8mm	Tear Strength: 20N/mm	€69/m²	1 skin	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1073
1071	DEEPMELLO	PL-2-C	100% organic leather	"[[100,""natural latex""]]"	champagne	Thickness: 1.4-1.8mm	Tear Strength: 20N/mm	€69/m²	1 skin	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1071
1063	DANI S.P.A.	Gordon	leather	"[[0,""leather""]]"	Choco Chip	tick 1,8-2,0				https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1063
1062	DANI S.P.A.	Aspire soft	leather	"[[0,""leather""]]"	Art. Gold	thick 1,1-1,3				https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1062
1061	DANI S.P.A.	Dream	leather	"[[0,""leather""]]"	Bianco carrara	thick 1,4-1,6				https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/1061
725	CENTRAL GRAZING COMPANY	Central Grazing Company - Black	100% lamb leather - regeneratively grown, regionally processed, and vegetable tanned in the US		Black	about 7 sq foot		$120 - $150/skin	50 skins	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/725
724	CENTRAL GRAZING COMPANY	Central Grazing Company - Camel	100% lamb leather - regeneratively grown, regionally processed, and vegetable tanned in the US		Carmel	about 7 sq foot		$120 - $150/skin	50 skins	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/724
674	BYSSHE PARTNERSHIP	Canvas Lightweight Peach	linen weft, cotton warp	"[[50,""cotton""],[50,""linen""]]"	Peach (colourfast)	1.5m	220g/m²	£18/m	dependant on weight and colour. Contact	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/674
672	BYSSHE PARTNERSHIP	Hazlitt Lightweight Copper	linen weft, cotton warp	"[[50,""cotton""],[50,""linen""]]"	Copper (colourfast)	1.5m	220g/m²	£18/m	dependant on weight and colour. Contact	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/672
670	BYSSHE PARTNERSHIP	Blake Lightweight Blue 220g	linen weft, cotton warp	"[[50,""cotton""],[50,""linen""]]"	Blue (colourfast)	1.5m	220g/m²	£18/m	dependant on weight and colour. Contact	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/670
609	BRISTOL CLOTH	Bristol Cloth 2nd Edition	regeneratively farmed lambswool, organic plant dyes, non-toxic production-free from toxic synthetic detergents, oils, fixatives, finishing agents etc	"[[100,""wool""],[100,""organic plant dyes""]]"	natural fleece colours in white and dark brown, with natural dyed mustard yellow stripe from old fustic	152cm		£80-95 per metre	100m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/609
608	BRISTOL CLOTH	Bristol Cloth 1st Edition	regeneratively farmed lambswool, organic plant dyes, non-toxic production-free from toxic synthetic detergents, oils, fixatives, finishing agents etc	"[[100,""wool""],[100,""organic plant dyes""]]"	natural fleece colours in light grey and dark grey, with natural dyed orange stripe from madder root and weld	152cm		£80-95/m	100m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/608
606	BOTTO GIUSEPPE	2639-001-0006	100% RWS certified wool	"[[100,""wool""]]"	6	150cm	290g (+/-5%)			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/606
603	BOTTO GIUSEPPE	7283-001-3109	100% RWS certified wool	"[[100,""wool""]]"	3109	150cm	350 +/-5% g			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/603
594	BOTTO GIUSEPPE	7137-001-3794	100% RWS certified wool	"[[100,""wool""]]"	3794	150cm	260 +/-5% g			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/594
399	BOMBYX LTD	PF00014331	100% recycled silk	"[[100,""silk""]]"		41''	35mm			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/399
389	BOMBYX LTD	PF00014331 natural	100% recycled silk	"[[100,""silk""]]"		"41"" CW"	35mm	around $6.50/Y for stock goods (full quantity, TBC)	1000yds	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/389
388	BOMBYX LTD	PF00013282	100% regenerative silk	"[[100,""regenerative cotton""]]"	Any Solid color	"51"" CW"	19mm	Sampling $20.59yd/color(+$150) Bulk $19.80yd/color (+150) for 100 yds/color.	Sampling 50yds/color Bulk 100yds/color	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/388
279	BARK CLOTH UGANDA LTD. /// BARK CLOTH_EUROPE	BARKTEX®_No-buffalo_07140411_dark brown	100% inner bark of Ficus Natalensis	"[[100,""bamboo lyocell""]]"	dark brown	ca. 120cm	130-450g/m²	EUR 128.00/sqm. Volume and manufacturers rebates apply.	1 sheet. Minimum size per sheet: 120 x 200cm	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/279
278	BARK CLOTH UGANDA LTD. /// BARK CLOTH_EUROPE	BARKTEX®_No-buffalo_0714-0131_light brown (non-dyed)	100% inner bark of Ficus Natalensis	"[[100,""bamboo lyocell""]]"	light brown (non dyed)	ca. 120cm		EUR 99.00/sqm. Volume and manufacturers rebates apply	1 sheet. Minimum size per sheet: 120 x 200cm	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/278
276	BARK CLOTH UGANDA LTD. /// BARK CLOTH_EUROPE	COURO VEGETAL_preto_0751	rubberised textile	"[[0,""natural latex""],[100,""cotton""]]"	beige (no dye added, 100% organic), black (black latex dye added) red (red latex dye added)	sheets approx 90 x 170cm each	ca. 600gms/sqm	on request, volatile situation in 2023	1 sheet	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/276
243	AYNI BOLIVIA	JUJE311 Weaved Knitted Jersey in 3/11	100% alpaca Super Fine	"[[100,""alpaca""]]"	Pearl 4010	65cm	300g/m²	Fob Bolivia. BOB 223 €30.54 £26.00	3 m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/243
241	AYNI BOLIVIA	NOACH216 Weade Chanel in two colours in 2/16	100% alpaca Super Fine	"[[100,""alpaca""]]"	5000 Black / 1000 Natural White	115cm	260g/m²	Fob Bolivia. BOB 319 €44.00 £37	8 m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/241
240	AYNI BOLIVIA	NOAZIG311 Weaved Twill Break two colours in 3/11	100% alpaca Super Fine	"[[100,""alpaca""]]"	5000 Black / 1000 Natural White	115cm	400g/m²	Fob Bolivia. BOB 331 €45.50 £38.50	10 m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/240
166	ANUBHA INDUSTRIES PRIVATE LIMITED	62791-15300009458	100% organic cotton	"[[100,""regenerative cotton""]]"	ocean+	160cm	7.5oz	$2.60/yd FOB		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/166
164	ANUBHA INDUSTRIES PRIVATE LIMITED	61330-ORG-15300002283	57% organic cotton 43% linen	"[[57,""regenerative cotton""],[43,""linen""]]"	sapphire blue	155cm	5oz	$3.80/yd FOB		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/164
162	ANUBHA INDUSTRIES PRIVATE LIMITED	62818-15300009529	100% organic cotton	"[[100,""regenerative cotton""]]"	ocean+	162cm	7.5oz	$2.85/yd FOB		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/162
105	AMANDINE CHA	Bias90451-biais	100% GOTS organic cotton	"[[100,""gots organic cotton""]]"	GOTS certified	1cm folded	130 or 120g/m²	€0,7/m excl. All taxes, price decrease above 150m	25 m (1bobbin)	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/105
104	AMANDINE CHA	Chambray mordoré05078-biscotte	100% GOTS organic cotton	"[[100,""gots organic cotton""]]"	GOTS certified	155cm	130g/m²	€9,55/m excl. All taxes, price decreases above 10m	5m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/104
